City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Olafsvik,IS,64.8945,-23.7142,24.91,66,100,19.89,overcast clouds
335,Manaus,BR,-3.1019,-60.025,88.29,62,20,6.91,few clouds
336,Gobabis,NA,-22.45,18.9667,84.33,25,71,17.94,broken clouds
337,Micheweni,TZ,-4.9667,39.8333,81.86,75,22,12.37,few clouds
338,Mersing,MY,2.4312,103.8405,80.51,89,20,6.91,few clouds
339,Nagato,JP,34.3833,131.2,45.25,56,100,1.34,light rain
340,Pevek,RU,69.7008,170.3133,19.26,72,100,25.28,overcast clouds
341,Riviere-Au-Renard,CA,48.9957,-64.3971,28.69,88,100,9.75,light snow
342,Corinto,GR,37.9407,22.9573,66.88,77,100,4.23,overcast clouds
343,Kirakira,SB,-10.4544,161.9205,78.19,80,5,3.89,clear sky
344,Muscat,OM,23.6139,58.5922,77.02,52,0,2.62,clear sky
345,Mala,PE,-12.6581,-76.6308,72.36,79,94,5.99,overcast clouds
346,Morant Bay,JM,17.8815,-76.4093,82.71,73,11,11.1,few clouds
347,Kedougou,SN,12.5579,-12.1743,97.65,8,0,5.28,clear sky
348,Lhanbryde,GB,57.6167,-3.2167,29.55,81,75,5.75,broken clouds
349,Imbituba,BR,-28.24,-48.6703,76.6,65,62,15.86,broken clouds
350,Temir,KZ,49.1414,57.13,17.26,80,79,6.26,broken clouds
351,Hovd,MN,48.0056,91.6419,-1.62,69,0,3.31,clear sky
352,Oistins,BB,13.0667,-59.5333,84.29,65,40,24.16,scattered clouds
353,Vardo,NO,70.3705,31.1107,22.98,93,75,11.5,broken clouds
354,Trinidad,BO,-14.8333,-64.9,78.78,78,75,9.22,broken clouds
355,Arawa,PG,-6.2132,155.5367,77.9,89,95,1.25,overcast clouds
356,Charters Towers,AU,-20.1,146.2667,76.84,77,3,13.69,clear sky
357,Makakilo City,US,21.3469,-158.0858,68.32,87,100,4.61,light rain
358,Tari,NG,12.4086,4.4914,95.29,10,12,9.66,few clouds
359,Dhangadhi,NP,28.7079,80.5961,56.7,61,0,4.54,clear sky
360,Faxinal,BR,-24.0003,-51.3194,80.02,47,11,6.24,few clouds
361,Shimoda,JP,34.6667,138.95,44.1,66,50,7.99,scattered clouds
362,Akyab,MM,20.15,92.9,71.71,70,46,11.27,scattered clouds
363,Diego De Almagro,CL,-26.3667,-70.05,77.81,23,0,8.14,clear sky
364,Kintampo,GH,8.0563,-1.7306,95.76,12,41,4.65,scattered clouds
365,Guaratinga,BR,-16.5667,-39.5667,80.8,71,90,6.53,overcast clouds
366,Eydhafushi,MV,5.1033,73.0708,81.32,70,93,5.82,overcast clouds
367,Broome,US,42.2506,-75.833,35.2,91,100,5.75,snow
368,Romitan,UZ,39.9343,64.3814,48.15,49,0,9.22,clear sky
369,Paso De Los Toros,UY,-32.8167,-56.5167,79.66,23,0,13.89,clear sky
370,Sidi Ali,DZ,36.0998,0.4206,61.11,60,89,12.46,overcast clouds
371,Sarh,TD,9.1429,18.3923,96.71,14,0,5.75,clear sky
372,Senno,RU,59.5336,33.9167,8.13,98,97,4.79,overcast clouds
373,Lorengau,PG,-2.0226,147.2712,80.02,78,99,3.38,overcast clouds
374,Shingu,JP,33.7333,135.9833,43.3,71,100,5.93,overcast clouds
375,Evanton,GB,57.6638,-4.34,29.53,97,100,2.66,light snow
376,Birao,CF,10.2849,22.7882,91.72,11,7,7.63,clear sky
377,Henties Bay,NA,-22.116,14.2845,69.08,77,4,11.77,clear sky
378,Alexandria,EG,31.2156,29.9553,70.34,74,0,11.56,clear sky
379,Semey,KZ,50.4111,80.2275,-1.34,77,0,8.66,clear sky
380,Surgut,RU,61.25,73.4167,-6.92,76,0,7.0,clear sky
381,Rio Grande,BR,-32.035,-52.0986,80.71,54,18,18.99,few clouds
382,Charagua,BO,-19.8,-63.2167,81.97,32,73,9.51,broken clouds
383,Camaqua,BR,-30.8511,-51.8122,73.09,46,94,11.23,overcast clouds
384,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.01,87,56,8.52,broken clouds
385,Westport,US,41.1415,-73.3579,47.89,88,100,20.71,mist
386,Namibe,AO,-15.1961,12.1522,76.17,60,82,12.15,broken clouds
387,Mitsamiouli,KM,-11.3847,43.2844,88.09,62,40,4.61,scattered clouds
388,Olinda,BR,-8.0089,-34.8553,83.93,65,40,9.22,scattered clouds
389,Benguela,AO,-12.5763,13.4055,79.97,66,100,8.79,overcast clouds
390,Basco,PH,20.4487,121.9702,80.29,80,100,13.69,overcast clouds
391,Mumbwa,ZM,-14.9783,27.0619,75.43,60,67,3.02,light rain
392,Ouadda,CF,8.0777,22.4007,93.52,11,47,4.68,scattered clouds
393,Monchegorsk,RU,67.9397,32.8739,16.59,95,99,1.52,overcast clouds
394,Noamundi,IN,22.15,85.5333,61.48,40,16,1.14,few clouds
395,Qidong,CN,31.8128,121.6561,40.93,85,100,17.11,overcast clouds
396,Stephenville,US,32.2207,-98.2023,38.14,68,75,9.22,broken clouds
397,Houston,US,29.7633,-95.3633,58.96,74,0,10.36,clear sky
398,Karratha,AU,-20.7377,116.8463,79.25,67,0,22.7,clear sky
399,Nanakuli,US,21.3906,-158.1547,69.75,72,100,3.44,light rain
400,Eureka,US,40.8021,-124.1637,35.62,99,0,5.44,clear sky
401,Ontario,US,34.0633,-117.6509,57.0,50,75,11.5,broken clouds
402,Milkovo,RU,54.7167,158.6167,13.41,96,100,2.91,snow
403,Visby,SE,57.6409,18.296,28.06,81,41,5.1,scattered clouds
404,Beyneu,KZ,45.3167,55.2,34.43,83,4,12.41,clear sky
405,Port Hueneme,US,34.1478,-119.1951,59.86,40,0,14.97,clear sky
406,Boca Do Acre,BR,-8.7522,-67.3978,83.41,66,100,2.24,overcast clouds
407,Nynashamn,SE,58.9034,17.9479,9.16,86,20,4.99,few clouds
408,Guayabetal,CO,4.2147,-73.8172,77.07,57,18,5.84,few clouds
409,Hays,US,30.0502,-98.0336,48.63,77,47,2.06,scattered clouds
410,Poum,NC,-20.2333,164.0167,80.46,65,42,6.13,scattered clouds
411,Tumut,AU,-35.3,148.2167,47.97,75,1,4.97,clear sky
412,Banda Aceh,ID,5.5577,95.3222,76.62,88,100,9.35,overcast clouds
413,Muravlenko,RU,63.7898,74.523,-3.98,98,52,12.97,broken clouds
414,Sinop,TR,41.7711,34.8709,50.43,81,52,6.33,broken clouds
415,Jiuquan,CN,39.7432,98.5174,9.09,67,0,3.83,clear sky
416,Buala,SB,-8.145,159.5921,79.92,81,88,4.65,overcast clouds
417,Sept-Iles,CA,50.2001,-66.3821,23.05,88,100,8.05,mist
418,Bilma,NE,18.6853,12.9164,83.52,14,99,7.58,overcast clouds
419,Tokur,RU,53.1333,132.9,-26.46,100,100,1.83,overcast clouds
420,Marsa Matruh,EG,31.3525,27.2453,75.4,43,0,6.91,clear sky
421,San Quintin,MX,30.4833,-115.95,56.05,63,87,3.78,overcast clouds
422,Havoysund,NO,70.9963,24.6622,28.63,58,100,6.31,overcast clouds
423,Trairi,BR,-3.2778,-39.2689,88.09,51,40,15.41,scattered clouds
424,Emerald,AU,-23.5333,148.1667,70.34,73,20,11.07,few clouds
425,Sahy,SK,48.0741,18.9495,36.43,99,100,1.79,overcast clouds
426,Manacapuru,BR,-3.2997,-60.6206,88.07,58,63,5.12,broken clouds
427,Fort Nelson,CA,58.8053,-122.7002,6.94,84,100,9.22,light snow
428,Turukhansk,RU,65.8167,87.9833,-0.96,93,100,14.65,overcast clouds
429,Akropong,GH,5.9746,-0.0854,81.55,56,65,9.84,broken clouds
430,Pyshchug,RU,58.8873,45.7134,23.9,92,100,9.78,overcast clouds
431,Port Hedland,AU,-20.3167,118.5667,78.85,78,0,17.27,clear sky
432,Brae,GB,60.3964,-1.353,37.08,79,100,9.37,light rain
433,Waynesville,US,35.4887,-82.9887,39.11,54,7,8.99,clear sky
434,Richards Bay,ZA,-28.783,32.0377,83.44,69,64,16.91,broken clouds
435,Pangkalanbuun,ID,-2.6833,111.6167,73.69,91,100,1.57,light rain
436,Verkhneuralsk,RU,53.8769,59.2106,3.36,95,99,2.55,overcast clouds
437,Hailey,US,43.5196,-114.3153,4.86,78,0,14.97,clear sky
438,Bollnas,SE,61.3482,16.3946,8.92,95,13,3.24,few clouds
439,Bratsk,RU,56.1325,101.6142,1.89,89,100,9.44,overcast clouds
440,Flinders,AU,-34.5833,150.8552,61.18,73,63,8.01,broken clouds
441,Eisenstadt,AT,47.8457,16.5233,38.14,87,100,11.23,light rain
442,Samoylovka,RU,51.184,43.7081,28.24,95,97,4.65,overcast clouds
443,Tabas,IR,33.5959,56.9244,59.88,31,98,6.04,overcast clouds
444,Mtwara,TZ,-10.2667,40.1833,87.13,66,20,12.66,few clouds
445,Sakakah,SA,29.9697,40.2064,63.97,56,0,6.22,clear sky
446,Le Port,RE,-20.9373,55.2919,80.6,71,100,5.91,light rain
447,Pimenta Bueno,BR,-11.6725,-61.1936,75.47,94,100,4.12,light rain
448,New Iberia,US,30.0035,-91.8187,50.99,81,0,0.0,clear sky
449,Hasaki,JP,35.7333,140.8333,41.4,62,61,16.08,broken clouds
450,Kangaatsiaq,GL,68.3065,-53.4641,22.03,62,100,11.95,overcast clouds
451,San Patricio,US,28.017,-97.5169,69.85,69,38,4.34,scattered clouds
452,Sorong,ID,-0.8833,131.25,80.24,82,100,8.28,light rain
453,San Pedro,PH,14.35,121.0167,81.63,79,20,4.61,few clouds
454,Ponte De Sor,PT,39.2496,-8.0101,56.68,89,98,9.91,overcast clouds
455,Pachelma,RU,53.2443,43.3521,26.98,98,100,4.05,overcast clouds
456,Zalantun,CN,48.0,122.7167,-10.35,79,37,5.14,scattered clouds
457,Ixtapa,MX,20.7,-105.2,66.22,73,80,2.44,broken clouds
458,Jackson,US,42.4165,-122.8345,30.04,73,100,4.61,fog
459,Sasolburg,ZA,-26.8136,27.817,70.11,70,91,4.61,light rain
460,Uruana,BR,-15.4981,-49.6875,68.41,97,100,2.55,light rain
461,Khani,GE,41.9563,42.9566,44.17,94,100,0.67,overcast clouds
462,Leningradskiy,RU,69.3833,178.4167,13.06,86,100,8.28,overcast clouds
463,Santiago Del Estero,AR,-27.7951,-64.2615,91.15,25,0,9.51,clear sky
464,Hofn,IS,64.2539,-15.2082,15.82,53,0,11.5,clear sky
465,Huarmey,PE,-10.0681,-78.1522,72.81,76,100,6.4,overcast clouds
466,Moose Factory,CA,51.2585,-80.6094,31.98,86,100,12.66,light snow
467,Keetmanshoop,NA,-26.5833,18.1333,92.1,14,0,24.52,clear sky
468,Isangel,VU,-19.55,169.2667,75.15,76,0,7.9,clear sky
469,Cacule,BR,-14.5033,-42.2222,74.57,80,100,2.82,overcast clouds
470,Nguru,NG,12.8791,10.4526,90.86,10,11,13.44,few clouds
471,Zhengjiatun,CN,43.5064,123.5064,6.8,47,89,7.4,overcast clouds
472,Stawell,AU,-37.05,142.7667,48.63,88,0,12.68,clear sky
473,Saint Anthony,US,45.0205,-93.218,29.48,93,100,11.5,mist
474,Valparaiso,CL,-33.0393,-71.6273,70.0,87,100,17.27,fog
475,Nieuw Amsterdam,SR,5.8833,-55.0833,84.36,78,75,6.91,broken clouds
476,Esmeraldas,BR,-19.7625,-44.3139,77.11,56,16,6.44,few clouds
477,Tucupita,VE,9.0622,-62.051,84.04,62,14,6.93,few clouds
478,Cherskiy,RU,68.75,161.3,6.03,88,100,3.42,overcast clouds
479,Lucapa,AO,-8.4192,20.7447,74.88,87,100,2.57,moderate rain
480,Saint Pete Beach,US,27.7253,-82.7412,62.13,54,75,13.8,broken clouds
481,Ust-Tarka,RU,55.5672,75.705,-14.17,94,5,4.74,clear sky
482,Mumford,GH,5.2618,-0.759,83.61,67,14,12.82,few clouds
483,Karibib,NA,-21.9333,15.8333,85.73,15,4,19.89,clear sky
484,Kudahuvadhoo,MV,2.6708,72.8944,80.8,75,100,5.46,overcast clouds
485,Alofi,NU,-19.0595,-169.9187,73.29,100,75,1.14,broken clouds
486,Harper,LR,4.375,-7.7169,82.18,69,34,6.98,scattered clouds
487,Samfya,ZM,-11.3649,29.5565,77.23,63,64,1.68,broken clouds
488,Irbil,IQ,36.1926,44.0106,60.62,72,50,3.44,scattered clouds
489,Pangody,RU,65.85,74.4859,-1.57,97,34,11.12,scattered clouds
490,Livny,RU,52.4253,37.6069,28.06,96,100,6.33,overcast clouds
491,Najran,SA,17.4924,44.1277,74.05,26,8,11.23,clear sky
492,Pemangkat,ID,1.1667,108.9667,77.72,82,100,3.65,overcast clouds
493,Saint-Augustin,CA,51.226,-58.6502,32.67,75,93,14.43,overcast clouds
494,Arlit,NE,18.7369,7.3853,88.56,8,0,5.64,clear sky
495,Teeli,RU,51.0333,90.2333,-14.53,92,4,0.87,clear sky
496,Moerai,PF,-22.4333,-151.3333,76.93,77,100,12.28,overcast clouds
497,High Level,CA,58.5169,-117.136,8.71,92,100,12.66,light snow
498,Puerto Madryn,AR,-42.7692,-65.0385,74.3,34,44,24.16,scattered clouds
499,Semporna,MY,4.4818,118.6112,78.15,85,35,4.36,scattered clouds
500,Rawah,IQ,34.4816,41.9093,62.24,55,0,7.29,clear sky
501,Fortuna,US,40.5982,-124.1573,35.35,100,0,10.36,clear sky
502,Xihe,CN,31.6864,113.4659,36.75,36,70,7.96,broken clouds
503,Anahuac,MX,27.2333,-100.15,59.67,55,24,2.39,few clouds
504,Tres Picos,MX,15.8667,-93.5333,81.1,64,43,2.19,scattered clouds
505,Nigde,TR,37.8333,34.75,46.9,70,50,2.21,scattered clouds
506,Byron Bay,AU,-28.65,153.6167,65.95,83,88,10.63,overcast clouds
507,Thoen,TH,17.6129,99.2161,67.53,85,96,1.19,overcast clouds
508,Asau,RO,46.4333,26.4,38.32,87,43,5.1,scattered clouds
509,Mehamn,NO,71.0357,27.8492,30.11,54,100,11.5,overcast clouds
510,Kraljevo,RS,43.7258,20.6894,64.4,63,40,10.36,scattered clouds
511,Beihai,CN,21.4833,109.1,63.93,51,100,19.1,overcast clouds
512,Zhigansk,RU,66.7697,123.3711,-45.56,100,56,2.93,broken clouds
513,Miles City,US,46.4083,-105.8406,13.17,79,0,11.5,clear sky
514,Mana,GF,5.6592,-53.7767,77.61,89,100,7.0,overcast clouds
515,Seoul,KR,37.5683,126.9778,22.6,49,0,6.91,clear sky
516,Shamkhal,RU,43.0596,47.3373,44.58,84,100,2.57,overcast clouds
517,Sao Joao Do Piaui,BR,-8.3581,-42.2467,91.27,42,65,7.05,broken clouds
518,Andapa,MG,-14.65,49.65,71.69,96,88,2.82,light rain
519,Sao Filipe,CV,14.8961,-24.4956,79.23,64,1,11.05,clear sky
520,Xuddur,SO,4.1213,43.8894,83.82,30,0,9.42,clear sky
521,Santa Fe,AR,-31.6333,-60.7,83.28,29,0,10.0,light rain
522,Padang,ID,-0.9492,100.3543,78.85,78,95,3.2,overcast clouds
523,Salinopolis,BR,-0.6136,-47.3561,84.0,67,90,11.61,overcast clouds
524,Maningrida,AU,-12.0667,134.2667,82.87,70,55,5.99,broken clouds
525,Ayr,GB,55.4627,-4.6339,42.51,75,75,13.8,broken clouds
526,Itarema,BR,-2.9248,-39.9167,88.25,52,87,17.22,overcast clouds
527,Aligarh,IN,27.8833,78.0833,59.92,27,3,3.6,clear sky
528,Krasnovishersk,RU,60.4078,57.082,16.43,94,100,10.74,light snow
529,Camapua,BR,-19.5314,-54.0439,91.44,45,66,2.57,broken clouds
530,Dudinka,RU,69.4058,86.1778,4.62,95,100,15.64,light snow
531,Araguaina,BR,-7.1911,-48.2072,89.28,49,92,5.12,overcast clouds
532,Kamogata,JP,34.5333,133.5833,42.82,64,98,4.38,overcast clouds
533,Alta,NO,69.9689,23.2717,20.46,84,75,5.75,snow
534,Mayo,US,38.8876,-76.5119,47.34,86,75,14.0,broken clouds
535,Virginia Beach,US,36.8529,-75.978,47.03,83,0,12.66,clear sky
536,Firminy,FR,45.3873,4.2907,32.5,93,100,6.91,mist
537,Santiago De Cuba,CU,20.0247,-75.8219,83.44,51,2,0.6,clear sky
538,Kiama,AU,-34.6833,150.8667,61.38,75,70,3.0,broken clouds
539,Kokkola,FI,63.8385,23.1307,14.16,92,0,8.05,clear sky
540,Arman,RU,59.7,150.1667,-2.81,86,100,18.59,overcast clouds
541,Ayan,RU,56.45,138.1667,-14.42,74,100,22.3,overcast clouds
542,Yulara,AU,-25.2406,130.9889,68.77,40,100,17.78,overcast clouds
543,Mizdah,LY,31.4451,12.9801,77.83,23,15,8.08,few clouds
544,Sorland,NO,67.667,12.6934,28.26,76,100,30.42,light snow
545,Atar,MR,20.5169,-13.0499,88.99,18,0,7.02,clear sky
546,Jacareacanga,BR,-6.2222,-57.7528,87.71,63,49,2.8,scattered clouds
547,Inhambane,MZ,-23.865,35.3833,85.98,74,40,11.5,scattered clouds
548,Hay River,CA,60.8156,-115.7999,3.18,78,75,12.66,light snow
549,Marawi,PH,7.9986,124.2928,68.7,93,98,2.1,overcast clouds
550,Paragould,US,36.0584,-90.4973,35.42,72,2,13.76,clear sky
551,Urusha,RU,54.05,122.9,-26.32,95,84,4.29,broken clouds
552,Asfi,MA,32.2994,-9.2372,64.8,74,65,12.86,light rain
553,Lembeni,TZ,-3.7833,37.6167,79.68,46,81,15.21,broken clouds
554,Ambon,ID,-3.6954,128.1814,79.23,14,20,4.61,few clouds
555,Iqaluit,CA,63.7506,-68.5145,13.73,85,40,2.3,scattered clouds
556,Slupca,PL,52.2873,17.8719,24.21,80,100,9.89,overcast clouds
557,Matagami,CA,49.7502,-77.6328,28.51,93,100,11.5,snow
558,Port Macquarie,AU,-31.4333,152.9167,54.9,74,80,9.35,broken clouds
559,Ust-Kulom,RU,61.6864,53.6902,18.79,94,100,9.91,light snow
560,Mae Ramat,TH,16.984,98.5166,69.8,85,57,2.3,broken clouds
561,La Ronge,CA,55.1001,-105.2842,-10.95,77,20,2.3,few clouds
562,Farafangana,MG,-22.8167,47.8333,76.69,85,100,12.91,light rain
563,Roma,US,43.2128,-75.4557,37.96,97,100,3.44,snow
564,Znamenskoye,RU,57.1281,73.8282,-12.96,97,73,3.78,broken clouds
565,Phonhong,LA,18.5007,102.4166,67.15,76,64,2.06,broken clouds
566,Asyut,EG,27.181,31.1837,75.38,31,0,9.13,clear sky
567,Dutse,NG,11.7594,9.3392,90.66,11,75,11.97,broken clouds
568,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,20,0,4.61,clear sky
569,Lazdijai,LT,54.2333,23.5167,20.44,95,100,6.89,overcast clouds
570,Vila Velha,BR,-20.3297,-40.2925,82.35,70,40,9.22,scattered clouds
571,Usinsk,RU,65.9939,57.5281,10.69,89,100,20.07,overcast clouds
572,Lloydminster,CA,53.2835,-110.0016,7.02,85,100,5.75,overcast clouds
573,Portland,US,45.5234,-122.6762,36.57,76,6,11.99,clear sky
574,Kotelnikovo,RU,47.6317,43.1461,33.85,88,92,5.55,overcast clouds
575,Noyabrsk,RU,63.1994,75.4507,-4.36,97,77,12.77,broken clouds
576,Mao,ES,39.8885,4.2658,63.16,63,20,9.22,few clouds
577,Dicabisagan,PH,17.0818,122.4157,77.13,90,85,2.26,overcast clouds
578,Cap Malheureux,MU,-19.9842,57.6142,78.48,66,11,3.0,few clouds
579,Tevriz,RU,57.509,72.4042,-10.88,97,68,2.75,broken clouds
580,Ozuluama,MX,21.6667,-97.85,66.81,72,65,4.63,broken clouds
581,Fushun,CN,41.8558,123.9233,1.11,42,63,2.93,broken clouds
582,Tahta,EG,26.7693,31.5021,75.43,29,0,7.56,clear sky
583,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,91.04,47,43,3.91,scattered clouds
584,Bandarbeyla,SO,9.4942,50.8122,77.23,74,2,18.99,clear sky
585,Baoding,CN,38.8511,115.4903,21.16,18,62,17.25,broken clouds
586,Greenville,US,35.6127,-77.3663,46.42,94,40,6.91,scattered clouds
587,Shanghai,CN,31.2222,121.4581,43.93,77,100,15.66,overcast clouds
588,Half Moon Bay,US,37.4636,-122.4286,48.31,85,0,3.44,clear sky
589,Bairiki,KI,1.3292,172.9752,78.8,83,20,1.14,few clouds
590,Parabel,RU,58.6978,81.4825,-4.02,91,11,6.89,few clouds
591,Pundaguitan,PH,6.3711,126.1689,81.75,79,98,16.71,overcast clouds
592,Nosy Varika,MG,-20.5833,48.5333,78.24,81,100,9.69,light rain
593,Port-Cartier,CA,50.0334,-66.8654,22.75,86,95,9.89,overcast clouds
594,Santa Rosa,PH,14.3122,121.1114,82.38,80,96,8.63,overcast clouds
595,Paamiut,GL,61.994,-49.6678,19.63,87,45,10.49,scattered clouds
596,Te Anau,NZ,-45.4167,167.7167,50.31,94,24,0.72,few clouds
597,Khilok,RU,51.3674,110.4676,-5.33,92,100,9.75,overcast clouds
598,Bougouni,ML,11.417,-7.479,95.4,7,0,5.82,clear sky
599,Touros,BR,-5.1989,-35.4608,85.78,58,26,15.46,scattered clouds
600,Winnemucca,US,40.973,-117.7357,15.85,79,100,4.61,overcast clouds
601,Domoni,KM,-12.2569,44.5319,81.14,79,39,4.74,scattered clouds
602,Abbeville,FR,50.1,1.8333,42.76,78,7,1.59,clear sky
603,Kastamonu,TR,41.5,33.6667,50.0,83,84,1.45,broken clouds
604,San Rafael,AR,-34.6177,-68.3301,82.18,19,1,11.52,clear sky
605,Aberdeen,GB,57.1437,-2.0981,32.49,93,100,2.3,overcast clouds
606,Synya,RU,65.3718,58.0387,12.43,87,99,13.13,overcast clouds
607,Nara,JP,34.6851,135.8049,42.49,69,67,1.1,broken clouds
608,Shenzhen,CN,22.5455,114.0683,62.15,97,100,12.35,overcast clouds
609,Margate,GB,51.3813,1.3862,42.69,85,11,4.0,few clouds
610,Gamba,GA,-2.65,10.0,81.37,73,66,11.1,broken clouds
611,Rawson,AR,-43.3002,-65.1023,76.42,29,70,23.67,broken clouds
612,Dourbali,TD,11.8091,15.8632,93.74,9,100,10.94,overcast clouds
613,Cikupa,ID,-6.2364,106.5083,80.37,80,96,3.85,overcast clouds
614,Strezhevoy,RU,60.7333,77.5889,-7.82,98,8,5.97,clear sky
615,Oxapampa,PE,-10.5775,-75.4017,60.98,99,100,1.63,overcast clouds
616,Amapa,BR,1.0,-52.0,92.34,40,46,4.56,scattered clouds
617,Naryan-Mar,RU,67.6713,53.087,17.1,94,100,19.13,light snow
618,Suoyarvi,RU,62.0833,32.35,12.69,96,65,6.58,broken clouds
619,Sikonge,TZ,-5.6333,32.7667,66.81,87,100,4.83,light rain
620,Fernie,CA,49.5,-115.0687,23.09,99,96,2.21,overcast clouds
621,Salisbury,GB,51.0693,-1.7957,40.01,80,6,3.44,mist
622,Kabare,CD,-2.4683,28.8242,68.41,87,96,1.7,light rain
623,Ternate,ID,0.8,127.4,80.85,80,96,3.36,overcast clouds
624,Teya,RU,60.3778,92.6267,-11.61,99,100,5.32,overcast clouds
625,Ailigandi,PA,9.2333,-78.0167,81.34,82,46,3.89,light rain
626,Abu Dhabi,AE,24.4667,54.3667,77.11,65,20,5.75,few clouds
627,Babu,CN,24.4167,111.5167,49.91,59,96,11.05,overcast clouds
628,Maamba,ZM,-17.3667,27.15,87.3,43,47,1.74,scattered clouds
629,Ojinaga,MX,29.5667,-104.4167,40.15,52,0,0.0,clear sky
630,Wawa,NG,9.9022,4.4192,93.43,16,3,4.29,clear sky
631,Tura,IN,25.5198,90.2201,61.63,80,59,2.91,broken clouds
632,Karasjok,NO,69.4719,25.5112,11.53,93,100,3.2,overcast clouds
633,Russellville,US,35.2784,-93.1338,36.99,68,0,0.0,clear sky
634,Severodvinsk,RU,64.5635,39.8302,19.51,90,79,11.3,broken clouds
635,Baft,IR,29.234,56.6057,46.78,37,2,4.14,clear sky
636,Kungurtug,RU,50.5994,97.5228,-17.52,98,67,1.14,broken clouds
637,Linares,CL,-35.85,-71.6,82.6,21,0,4.79,clear sky
638,Sahuaripa,MX,29.05,-109.2333,57.94,31,100,2.68,overcast clouds
639,Jishou,CN,28.3167,109.7167,42.44,39,100,8.14,overcast clouds
640,Chengde,CN,40.9725,117.9361,9.03,39,12,15.5,few clouds
641,Arkhangelsk,RU,64.5401,40.5433,19.51,86,100,6.71,overcast clouds
642,Susehri,TR,40.1644,38.0867,45.41,87,34,2.44,scattered clouds
643,Ketchikan,US,55.3422,-131.6461,36.07,93,100,4.61,mist
644,El Tigre,VE,8.8875,-64.2454,83.01,54,46,14.52,scattered clouds
645,Fraga,ES,41.5229,0.3489,58.03,66,88,13.85,overcast clouds
646,Les Trois-Bassins,RE,-21.1,55.3,71.53,78,100,2.51,overcast clouds
647,Mnogovershinnyy,RU,53.9353,139.9242,-10.64,88,100,10.8,overcast clouds
648,Colombia,CU,20.9881,-77.4297,81.36,48,0,5.93,light rain
649,Yarim,YE,14.298,44.3779,54.3,47,13,4.5,few clouds
650,Kilrush,IE,52.6397,-9.4833,33.55,71,71,11.05,broken clouds
651,Maneadero,MX,31.7167,-116.5667,55.98,44,90,4.09,overcast clouds
652,Jurmala,LV,56.968,23.7704,21.97,93,100,9.22,overcast clouds
653,Daru,PG,-9.0763,143.2092,79.72,85,74,4.23,broken clouds
654,Leh,IN,34.1667,77.5833,19.56,43,96,0.47,overcast clouds
655,Maraa,BR,-1.8333,-65.3667,89.74,52,66,4.07,broken clouds
656,Vila,PT,42.0304,-8.1588,52.68,79,81,3.22,broken clouds
657,Shipunovo,RU,52.1582,82.2173,-12.28,95,10,2.57,clear sky
658,Bogandinskiy,RU,56.8937,65.8938,-1.48,98,82,4.38,broken clouds
659,Celendin,PE,-6.8703,-78.1517,57.72,71,100,3.71,light rain
660,Tarauaca,BR,-8.1614,-70.7656,79.14,78,100,3.78,overcast clouds
661,Corner Brook,CA,48.9667,-57.9484,33.96,82,97,11.12,overcast clouds
662,Komsomolskiy,UZ,40.4272,71.7189,32.72,80,11,2.3,mist
663,Tupik,RU,54.4253,119.9327,-33.41,98,29,2.75,scattered clouds
664,Ngara,TZ,-2.5122,30.6558,64.4,89,96,3.29,light rain
665,Bontang,ID,0.1333,117.5,76.42,89,100,6.06,moderate rain
666,Kantunilkin,MX,21.0917,-87.45,80.69,74,20,2.75,few clouds
667,Nefteyugansk,RU,61.0998,72.6035,-7.15,98,37,8.08,scattered clouds
668,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,78,0,3.44,clear sky
669,Kalundborg,DK,55.6795,11.0886,25.95,64,0,4.47,clear sky
670,Riyadh,SA,24.6877,46.7219,71.74,42,2,8.99,clear sky
671,Chifeng,CN,42.2683,118.9636,4.33,47,77,14.05,broken clouds
672,Tete,MZ,-16.1564,33.5867,95.09,43,40,5.75,light rain
673,Honiara,SB,-9.4333,159.95,77.23,88,98,4.21,overcast clouds
674,Adra,ES,36.7496,-3.0206,61.38,88,9,6.49,clear sky
675,Little Current,CA,45.9793,-81.9248,34.41,96,100,8.63,overcast clouds
676,Belmonte,BR,-15.8631,-38.8828,78.66,80,85,6.89,overcast clouds
677,Kemijarvi,FI,66.7131,27.4306,4.17,91,27,5.91,scattered clouds
678,Dwarka,IN,22.2394,68.9678,76.6,53,98,10.56,overcast clouds
679,Mindelo,CV,16.8901,-24.9804,80.15,57,20,31.07,few clouds
680,Lata,PT,40.1629,-8.3327,53.26,91,97,4.38,overcast clouds
681,Desur,IN,12.4333,79.4833,72.61,82,6,6.22,clear sky
682,Sanghar,PK,26.0466,68.9481,69.01,22,0,4.14,clear sky
683,Pichayevo,RU,53.2363,42.2032,27.82,97,100,1.16,overcast clouds
684,Assare,BR,-6.8744,-39.875,95.4,29,69,5.14,broken clouds
685,Fairbanks,US,64.8378,-147.7164,-14.46,77,0,0.0,clear sky
686,Golden,US,39.7555,-105.2211,21.54,30,20,19.57,few clouds
